Company,Domain,Role,Topic,Difficulty,Question,Ideal_Approach,Asked_In_BITS,,,,,Abbott
MiQ,Marketing Analytics,Senior Analyst,Technical Round 2,, (SQL � Conceptual): Prove Outer Join + Inner Join = Left Join + Right Join.,Proved using Venn diagram set representation,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round 2,, (Python): What is the difference between NumPy and Pandas?,"NumPy for numerical arrays/matrices; Pandas for tabular, structured data (DataFrames/Series)",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round 2,,(Python Workflow): How would you analyze a large-scale dataset?,"Define problem, clean data, handle nulls, perform EDA before modeling",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round 2,, (Python Data Handling): Convert categorical to numerical data,"Explained One-Hot Encoding, label encoding, and embeddings",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round 2,, (Evaluation Metrics): How do you evaluate model performance?,"Use confusion matrix, derive accuracy, precision, recall, F1-score",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round 2,," (Career Aspirations): 5-year plan, Product vs Data Analyst","Expressed interest in Product Analyst role, open to Senior Analyst as foundation",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round 2,," (Time Series): Explain ARIMA, SARIMA, GARCH","ARIMA � stationary, SARIMA � seasonal, GARCH � volatility modeling",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round 2,," (ARIMA Details): What do P, D, Q stand for?","P: autoregressive order, D: differencing order, Q: moving average order",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round 2,, (Managerial): Why choose MBA in Business Analytics?,"Described aligning business/data skills, career goals toward Product Analyst",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview,, Why do you want to be a Senior Analyst at MIQ?,"Explained interest in analytics and business value, highlighted fit for MIQ",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview,,What do you know about MIQ? How did you hear about MIQ?,"Explained MIQ�s advertising/data, learned via placement, networking",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview,,Are you excited about joining MIQ?,"Yes, described company�s reputation and fit with career aspirations",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview,,Define yourself in three words,"confident, adaptative, patient",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview,, How do you make time for other activities?,"Manages time, prioritizes, shared experience (silver medal won)",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview,, Handling high-priority work and other tasks,"Reprioritize, communicate clear, focus on critical first, efficient planning",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview,, Which web series are you watching lately?,"Shared series, made interview conversational",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 1,, You are given a table containing data of students and another table having data of new students. Identify the names of students who belong to Section A.,"I wrote an SQL query using a subquery to identify the names of students belonging to Section A. Using those names, I picked out the matching records from the parent table.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 1,, There are two tables � Orders and Customers. Find the customer name and the time of their first purchase.,"I solved this using the RANK() function. I ranked the dates in ascending order, partitioned by customer, and used LIMIT 1 to select the first purchase date for each customer.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 1,, Python question: Reverse a string.,Str[::-1],,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 1,, SQL: Group the data and then filter rows using HAVING clause.,I wrote an SQL query using GROUP BY and applied the HAVING clause to filter aggregated results.,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 1,," Ten features for an app, limited time. How to handle?","Used the MoSCoW method (Must have, Should have, Could have, Won�t have) to prioritize features based on business value and time constraints.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 1,, Estimate iPhones sold in China.,"Segmented population by rural/urban, age groups, applied �brand love� matrix, calculated share leaning toward iPhone�reached estimate using structured approach.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 1,, Explain work experience.,Explained work experience and answered follow-up questions about projects and responsibilities.,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 2,, Introduce yourself.,"Gave brief background about education, skills, and work experience.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 2,, Explain work experience.,Explained experience in detail and responded to counter-questions about responsibilities and learnings.,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 2,, Ola�s revenue is decreasing; provided dataset. Main reason and suggestions?,"Identified cancellation hotspots and peak hours to improve cab frequency and customer satisfaction, suggested ways to increase revenue.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 2,, Count number of items using Python.,Used collections.Counter to count item frequencies.,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 2,, Difference between NumPy and Pandas?,"NumPy for numerical computations/homogeneous data, Pandas for tabular/heterogeneous data manipulation, handling missing values.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 2,, Difference between List and Tuple in Python?,"Lists are mutable, Tuples are immutable.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 2,, Convert categorical values to numerical values?,Explained One-Hot Encoding and other methods based on types and use case.,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 2,, Multiple SQL (2�3) and Python (1�2) questions.,Wrote queries and solved all problems given.,,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview Round,, Introduce yourself.,"Introduced academic background, work experience, MBA specialization.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview Round,, Swap position with anyone�who and why?,"Chose Prime Minister of India; inspired by leadership and welfare-oriented decisions, bold decision-making.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview Round,, Why do you want to join our company?,"Prior analytics experience, seeking growth and leadership in analytics via MIQ, eager to drive initiatives and align goals with organization�s vision.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview Round,, Why pursue MBA?,"Wanted to expand skills, increase opportunities, MBA in analytics provides both technical and managerial growth.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview Round,, Any questions for us?,Asked about how AI is being leveraged at MIQ Digital.,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment,, Python Question- Find the output,Wrote python code as per instructions and found the expected output,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment,, SQL MCQ/Window Function,Answered the MCQ and wrote a SQL query using window function,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment,, Statistics/Variance,Explained the concept of variance and methods for calculating it,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Explain about your project experience and learnings,"Discussed past analytics projects, explaining impact, learning, and problem-solving applied in each",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Guesstimate- Ola cab rides/daily city,Used segmentation logic for estimating daily cab rides in the city,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,," SQL Query using join, subquery, ranking",Constructed a SQL query with JOIN and used ranking/window functions to solve,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Product improvement for an app,Proposed app feature enhancements and explained steps for roll-out/impact measurement,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Python: Write code for reversing string,Used slicing operation (string[::-1]) and explained logic,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial/HR Interview,, Why do you want to join MIQ?,Shared alignment with MIQ�s data-driven roles and my analytics/business background,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial/HR Interview,, Tell me about a time you worked under a deadline,Shared a deadline-driven project experience describing approach and outcome,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial/HR Interview,, How do you handle feedback and failure?,Described taking feedback as constructive and shared example of turning failure into learning,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial/HR Interview,, Any questions for us?,Asked about organization�s learning and growth opportunities,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment,, Python MCQ/Code,Answered Python MCQ and wrote code as per requirements,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment,, SQL MCQ/Window Functions,Solved SQL MCQ and wrote query using window functions,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment,," Statistics Concepts: Variance, mean, median",Explained each statistic and solved calculation-based question,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Work experience and projects,"Discussed major analytics projects, responsibilities, and impact",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, SQL Join-based query,Wrote a multi-table SQL query with join and explained all steps,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Product improvement for an e-commerce app,Proposed UI/feature improvements and explained decision logic,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Python question: Find palindromes in a list,"Wrote a function, explained use of string reversal and conditionals",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR/Managerial Interview,, Why MIQ?,Discussed interest in analytics and MIQ�s global presence and culture,,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR/Managerial Interview,, Handling conflicts and feedback,Shared specific example and approach to resolving stakeholder conflict,,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR/Managerial Interview,, Tell me about a time you worked in a team,Shared experience with teamwork and result,,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR/Managerial Interview,, Any questions for us?,Asked about company vision and future plans,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round,,Asked about Work ex in JSW Steel,Explained,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round,,Tell me about Yourself,Told,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round,, Asked about any one of the project mentioned,"Told about the GARCH(1,1) project",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round,,"Asked about GARCH(1,1) Model",Explained,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round,,Asked to correct the SQL code in earlier assessment,Done,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round,,Difference between numpy and pandas,Told,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round,,What is time series,Told,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round,, What is difference between SARIMA and Holt's Winter?,Told,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Round,, Root cause + measures?,Gave 5 solutions,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Round,,"Guesstimate: Kissan Jam launching Mango Jam, strategy to market it",Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Round,,Why do you want to work at MiQ?,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Round,, Are you comfortable with that?,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Round,,How comfortable are you with PySpark?,Told,,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Round,, Tell me about Yourself,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Round,,What was your greatest achievement in past one year?,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Round,, How will you handle when any person in your team disagrees with your idea?,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Round,, What message would you like to give to your juniors?,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Online,, Write a Python code to get Excel column number from name,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Online,," Write Python code: shortest distance in tree with parent n, children 2n, 2n+1",Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Online,," Python, Statistics, DILR, SQL MCQs",Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Cognitive Ability Assessment,," Find the odd pattern out (25 questions, each 3 seconds)",Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Cognitive Ability Assessment,," Pattern matching (15 questions, each 5 seconds)",Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Cognitive Ability Assessment,, Image - Perception in words,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Cognitive Ability Assessment,, Video - Perception in words,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Offline,," Write about Standard Deviation, Mean, Mode, and Median in plain English",Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Offline,," Couple of aptitude questions: Speed and Time, Profit and Loss, etc.",Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Offline,," Python, Statistics, and SQL MCQs",Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Interview Round 1,, Why Analytics from Core Development (previous work ex)? Why not Product?,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Interview Round 1,, Tell me all about yourself (elaborate),Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Interview Round 1,, What do you do outside college/interviews?,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Interview Round 1,, What Python packages do you work with?,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Interview Round 1,," Numpy vs Pandas, Matplotlib vs Plotly",Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Interview Round 1,, Decompose Time Series,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Interview Round 1,, Difference between Seasonality and Cyclicity (Example),Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Interview Round 1,, Guesstimate,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Interview Round 2,, SQL code for given data/question (3�5 questions),Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Interview Round 2,, How do you reverse a string in Python?,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Interview Round 2,, Guesstimates (8�10 questions),Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Interview Round 2,, Explain insights from your projects,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Interview Round 2,, Favorite subject and why?,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 1,, Asked for Introduction,"I gave my introduction, covering my education, internship experience, club activities, and hobbies.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 1,," Logical Reasoning: 11 balls, one heavier, minimum weighings to guarantee finding it?","After some clarifying questions and discussion, I concluded that the answer is 3.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 1,," Swiggy dataset with timestamp, location, restaurant, cancel status, revenue, etc. Revenue is declining; suggest two strategies to increase revenue.","Suggested K-means clustering to identify declining localities and offer targeted incentives (coupons). Proposed logistic regression to predict cancellations, address high-risk customers, and reduce churn to improve revenue.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 1,, How would you handle categorical variables using NumPy in Python?,Explained encoding categorical variables into numerical values using pd.get_dummies in Pandas.,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 1,, How does K-means clustering work & how do you decide the number of clusters?,K-means forms centroids; related values are clustered. Number of clusters decided by the elbow curve.,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 1,, What are the values on x & y axis of elbow curve?,Was unable to answer and stated I couldn�t recall at that moment.,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Design KPIs as director business intelligence of Flipkart,"Segregated KPIs as customer centric, financial level, growth aspect and operational level and expanded on them",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Explain the crypto project based on time series modelling.,"Prepared well, knew mostly about it and explained it well",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Why not SARIMA or Autoregression,Because I was generating short term trading signals so seasonality will not play any role,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Accuracy and confusion matrix for the project,"Minimized drawdown; in finance, even with 60% directional accuracy you can beat the market if you can minimize the loss",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Walk me through the financial wellness app you are building,"Showed prototype, received feedback, good 10 minutes discussion",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, A question sql subquery,"Standard subquery question wrote on the spot, also explained execution order of SQL functions",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Implement joins on A-(A intersection B),Fumbled in implementation a bit but explained using Venn diagram and told approach,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Logical error vs syntax error,Defined both with examples,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Question on my internship,"Explained in detail, answered cross questions",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Interview,, Case study on declining Stanley cups,"Broke down problem by parameters, provided solutions (marketing class knowledge handy)",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Interview,, How would you target and segment specific audience,Spoke about Google Ads analytics for identifying target customers/segments,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Interview,, How will you identify apt communication channels,"Based on segments; figured out proper channels, mainly Instagram for me",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Interview,, How to identify right Insta influencers,Used lifestyle influencer category as apt for the campaign,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Interview,, Time series project,Well prepared,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Interview,," Differencing, log transformation, box-cox","Explained from time series class, significance of each",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Interview,, No code tools,"Mentioned Lovable, Bolt, likes Gen AI so did not face difficulty",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Interview,, Best coding tool for fewest errors,"Named Claude, compared with others",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Interview,, LLMs quality improvements,Discussed rise in creative benchmarks,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Interview,, LLM vs SLM,"Explained SLMs are efficient, can help agentic AI further",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Interview,, Gen AI in marketing analytics,Related AI use cases with analytics,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Interview,, Rate yourself in python,Rated 3.5 out of 5,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Interview,, Are you open to learn pyspark,"Mentioned big data elective and coverage of tools like Pyspark, Amazon S3",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview,, Why do you want to join MiQ,"Standard HR answer, personalized with intern experience and real scenarios",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview,, Time when you showed leadership,"Standard HR answer, personalized with intern experience and real scenarios",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview,, Time when you took initiative,"Standard HR answer, personalized with intern experience and real scenarios",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview,, Where are you from,"Standard HR answer, personalized",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview,, Work timings of my internship,"Standard HR answer, personalized",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview,, As a senior analyst how would you resolve conflict,"Standard HR answer, personalized",,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview,, How would you handle impossible deadline,"Standard HR answer, personalized",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,, Basic questions in resume that interviewer didn�t understand or was curious about,"Answered it, about internship and projects.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,," 2 tables given (customers, orders): SQL query to find top 2 cities by amount",Wrote the code,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,, Python code to reverse a string,Wrote the code,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,, Difference between 5/2 and 5//2,5/2=2.5 (decimal value); 5//2=2 (integer division),,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,," Analytical solutions for why the company is losing customers (e.g., RIL)","More returns (damaged/quality issue), promised ship date not met, app issue (product shipped but not visible)",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,," Short on time: deliver project, what critical features to put in product (e.g., Zomato)","Show customer where food is, keep only one payment mode, limit ordering area",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 1,, Python,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 1,,SQL,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 1,,Stats,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 1,,LRDI,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 2,,SQL window Functions,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 2,,SQL query order,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 2,,Subqueries,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 2,, Python Syntax,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 2,,Resume Projects,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 2,, Stats and Hypothesis testing in Power Bi,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 2,,"Data Manipulation, Handling and Cleaning",Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 2,, Time Series,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round 2,, Scenario based question,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,, 4 MCQ questions on Python followed by a descriptive coding ques on Python,Answered accordingly,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,, 4 MCQ questions on SQL followed by a descriptive coding ques on SQL,Answered accordingly,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,," What is mean, median, mode?",Answered accordingly,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,, What is standard deviation?,Answered accordingly,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,, What is variance?,Answered accordingly,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,," 2 logical reasoning ques on STD (speed, distance, time)",Solved them,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round,, Can you walk me through your resume quickly?,"Introduced myself, mentioned past work ex, internships, and projects",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round,, Why did you switch from Marine Engineering to Business Analytics?,Gave the prepared answer,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round,, Explain your fav project which you did in MBA?,"V-fast booking automation under Dean administration, use of no-code tools",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round,, Explain this Walmart project for me,"Explained project, tools/libraries used, insights from analysis",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round,, What would you rate yourself in Python and SQL?,7,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round,," Table with date and sales, write SQL code for sales every 6th occurrence",Wrote on paper as best as possible,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round,," Arrange SQL functions (select, join, limit, etc.) in order of execution",Wrote them accordingly,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round,, Calculate total sales of protein powders in Pilani,Guesstimate; used bottom-up approach,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round,, Diff between list and tuple?,Answered accordingly,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round,, Which takes less memory�list or tuple?,Tuple (shadow memory),,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round,, What is shadow memory?,Could not remember at the time,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round,," Python: create a class to get output ""Mercedes S-Class 2017""","Used class, def, self to write the code",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round,," What does self function do, can code be more optimized without self?",Explained self; attempted more optimized code,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,," Difference between numpy, pandas",I told them clearly,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Difference between list and tuples,I answered well,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, What is OOPs and one code in OOPs,I wrote a partially right code,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, Formula of cosine similarity,I gave right answer,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, List comprehension question,I solved it on paper,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview,, MySQL functions and differences,I answered clearly all types of functions,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Interview,, Explain projects,I explained in detail,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Interview,, Explain subjects,I explained clearly,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Interview,," 5 balls, one heavier, minimum balance weighings",2,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Interview,, What is AWS architecture,Don't remember the answer,,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview,," Tell me about your family, hobby, UG, coming from",I answered all of these,,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview,, Tell me one thing you like/dislike about BITS,Told them,,,,,,
MiQ,Marketing Analytics,Senior Analyst,HR Interview,, How to handle conflicts,"Collaboration, transparency, empathy",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,, Which clause is used for filtering after aggregation?,WHERE,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,, What is data cleaning used for mainly?,"Removing duplicates, missing values etc.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round,, Explain ANOVA in very simple terms for someone with no statistics,ANOVA is basically Analysis of Variance. Used when more than two independent groups exist and their statistical means differ.,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Interview Round,, What is stationarity?,"When a time series model has constant mean, variance, and autocorrelation, then it is called a stationary time series.",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round,, About my resume & project mentioned,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round,," About Topic modelling (LDA), concept behind it","Explained about the pipeline including count vectorization, TF-IDF (worked out on paper with example)",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round,," 3-4 SQL questions, asked to write code","Used groupby clauses, joins, and correlated nested queries according to each query",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round,, Python: Extract substring from strings,Used slicing operator,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Round,, Python OOPs: Print Fibonacci series using class/object,"Used class, created object, called function (object.fibonacci()), wrote logic for Fibonacci series",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Round,, Questions on Resume,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Round,, Guestimate: Monthly global chilli consumption (population values provided),Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Round,," Puzzle: 8 balls, one defective (heavier), minimum weighings to find the defective ball","Solved, got the answer as 3 (which is correct)",,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Round,," Situational questions (placed in situational scenarios, asked responses)",Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Managerial Round,, Internship experience in Aditya Birla,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,, Python - Dictionary MCQS,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,, Python coding: Find shortest path in BST with root node as 1,Answered,,,,,,
MiQ,Marketing Analytics,Senior Analyst,Technical Assessment Round,, Python Coding: Actual column no. of Excel column names,Answered,,,,,,
